Date,Ticker,Total Revenue,Cost Of Revenue,Operating Expense,EBIT,Interest Expense,Pretax Income,Tax Provision,Net Income,Diluted Average Shares,Depreciation And Amortization In Income Statement,Cash And Cash Equivalents,Accounts Receivable,Inventory,Accounts Payable,Working Capital,Net PPE,Gross PPE,Accumulated Depreciation,Stock Based Compensation,Total Debt,Long Term Debt,Current Debt,Operating Cash Flow,Capital Expenditure,Free Cash Flow,Change In Working Capital,Stockholders Equity,Invested Capital,Total Assets
2024-12-31,CROX,4102108000.0,1691850000.0,1388347000.0,1019849000.0,109264000.0,910585000.0,-39486000.0,950071000.0,59832000.0,46772000.0,180485000.0,257657000.0,356254000.0,264901000.0,132061000.0,551563000.0,705018000.0,-153455000.0,33053000.0,1701296000.0,1349339000.0,,992486000.0,-69347000.0,923139000.0,68430000.0,1835732000.0,3185071000.0,4812153000.0
2023-12-31,CROX,3962347000.0,1752337000.0,1173227000.0,1037623000.0,161351000.0,876272000.0,83706000.0,792566000.0,61952000.0,32415000.0,149288000.0,305747000.0,385054000.0,260978000.0,212408000.0,525755000.0,646265000.0,-120510000.0,29072000.0,1996360000.0,1640996000.0,23328000.0,930444000.0,-115625000.0,814819000.0,366525000.0,1453923000.0,3118247000.0,4643834000.0
2022-12-31,CROX,3554985000.0,1694703000.0,1009526000.0,854666000.0,136158000.0,718508000.0,178349000.0,540159000.0,62006000.0,26820000.0,191629000.0,295594000.0,471551000.0,230821000.0,384701000.0,421434000.0,518570000.0,-97136000.0,31303000.0,2594964000.0,2298027000.0,24362000.0,603142000.0,-104190000.0,498952000.0,-91682000.0,817931000.0,3140320000.0,4501797000.0
2021-12-31,CROX,2313416000.0,893196000.0,737156000.0,685496000.0,21647000.0,663849000.0,-61845000.0,725694000.0,63718000.0,,213197000.0,182629000.0,213520000.0,162145000.0,278326000.0,269166000.0,352911000.0,-83745000.0,38122000.0,963559000.0,771390000.0,,567165000.0,-55916000.0,511249000.0,-44526000.0,14082000.0,785472000.0,1545068000.0
2020-12-31,CROX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,DECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,DECK,3150339000.0,1542788000.0,1042844000.0,566721000.0,2083000.0,564638000.0,112689000.0,451949000.0,166734000.0,,843527000.0,302688000.0,506796000.0,327487000.0,1210444000.0,404908000.0,687479000.0,-282571000.0,26816000.0,222070000.0,,,172353000.0,-51017000.0,121336000.0,-325997000.0,1538825000.0,1538825000.0,2332250000.0
2023-03-31,DECK,3627286000.0,1801916000.0,1172619000.0,669524000.0,3442000.0,666082000.0,149260000.0,516822000.0,160116000.0,,981795000.0,301511000.0,532852000.0,265605000.0,1412873000.0,479981000.0,797489000.0,-317508000.0,26897000.0,246488000.0,,,537422000.0,-81025000.0,456397000.0,-54302000.0,1765733000.0,1765733000.0,2556203000.0
2024-03-31,DECK,4287763000.0,1902275000.0,1457974000.0,981505000.0,2564000.0,978941000.0,219378000.0,759563000.0,156288000.0,,1502051000.0,296565000.0,474311000.0,378503000.0,1723490000.0,527791000.0,876929000.0,-349138000.0,37288000.0,266879000.0,,,1033184000.0,-89365000.0,943819000.0,167806000.0,2107468000.0,2107468000.0,3135579000.0
2025-03-31,DECK,4985612000.0,2099949000.0,1706571000.0,1246816000.0,3517000.0,1243299000.0,277208000.0,966091000.0,152670000.0,,1889188000.0,332872000.0,495226000.0,417955000.0,2090534000.0,562951000.0,965915000.0,-402964000.0,37943000.0,276975000.0,,,1044523000.0,-86171000.0,958352000.0,-38204000.0,2513013000.0,2513013000.0,3570252000.0
2021-09-30,BIRK,962125000.0,416477000.0,334411000.0,230247000.0,79638000.0,150609000.0,34172000.0,116437000.0,187825592.0,,235343000.0,56429000.0,359215000.0,66426000.0,469534000.0,252168000.0,268164000.0,-15996000.0,,1922711000.0,1781729000.0,40749000.0,,,,,2064431000.0,3886909000.0,4267538000.0
2022-09-30,BIRK,1242833000.0,493031000.0,432291000.0,333160000.0,82636000.0,250524000.0,63413000.0,187111000.0,187825592.0,67234000.0,307078000.0,64604000.0,535605000.0,57335000.0,635940000.0,318530000.0,380658000.0,-62128000.0,,2082723000.0,1919635000.0,46606000.0,234136000.0,-72591000.0,161545000.0,-145016000.0,2357818000.0,4324059000.0,4788627000.0
2023-09-30,BIRK,1491911000.0,566118000.0,629050000.0,276937000.0,123285000.0,153652000.0,78630000.0,75022000.0,187825592.0,68570000.0,344407000.0,91694000.0,595092000.0,79555000.0,701964000.0,409037000.0,510726000.0,-101689000.0,,1954459000.0,1787057000.0,37343000.0,358733000.0,-102947000.0,255786000.0,-80452000.0,2400588000.0,4224988000.0,4827470000.0
2024-09-30,BIRK,1804690000.0,744013000.0,619954000.0,402374000.0,108592000.0,293782000.0,102180000.0,191602000.0,187599357.0,79766000.0,355843000.0,107381000.0,624807000.0,74680000.0,715387000.0,490177000.0,654721000.0,-164544000.0,,1350070000.0,1141327000.0,24670000.0,428701000.0,-73900000.0,354801000.0,-88246000.0,2625019000.0,3791016000.0,4884939000.0
2021-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,LULU,6256617000.0,2648052000.0,2233816000.0,1374749000.0,,1333869000.0,358547000.0,975322000.0,130295000.0,8782000.0,1259871000.0,77001000.0,966481000.0,289728000.0,1209519000.0,1731253000.0,2560387000.0,-829134000.0,69137000.0,881052000.0,,,1389108000.0,-394502000.0,994606000.0,129131000.0,2740046000.0,2740046000.0,4942478000.0
2023-01-31,LULU,8110518000.0,3618178000.0,2766199000.0,1726141000.0,,1332571000.0,477771000.0,854800000.0,128017000.0,8752000.0,1154867000.0,132906000.0,1447367000.0,172732000.0,1667255000.0,2239033000.0,3226331000.0,-987298000.0,78075000.0,1070334000.0,,,966463000.0,-638657000.0,327806000.0,-659920000.0,3148799000.0,3148799000.0,5607038000.0
2024-01-31,LULU,9619278000.0,4009873000.0,3402228000.0,2207177000.0,,2175735000.0,625545000.0,1550190000.0,127060000.0,5010000.0,2243971000.0,124769000.0,1323602000.0,348441000.0,2429316000.0,2811421000.0,4028846000.0,-1217425000.0,93560000.0,1403282000.0,,,2296164000.0,-651865000.0,1644299000.0,199223000.0,4232081000.0,4232081000.0,7091941000.0
2025-01-31,LULU,10588126000.0,4317315000.0,3765114000.0,2505697000.0,,2576077000.0,761461000.0,1814616000.0,123935000.0,2735000.0,1984336000.0,120173000.0,1442081000.0,271406000.0,2140672000.0,3196873000.0,4657922000.0,-1461049000.0,90011000.0,1575791000.0,,,2272713000.0,-689232000.0,1583481000.0,-51895000.0,4324047000.0,4324047000.0,7603292000.0
2020-12-31,ONON,,,,,,,,,,,,,,,,,,,,,,246000.0,,,,,,,
2021-12-31,ONON,724600000.0,294300000.0,571400000.0,-157200000.0,2400000.0,-159600000.0,10600000.0,-170200000.0,288522034.0,,653100000.0,99300000.0,134200000.0,45900000.0,759600000.0,212200000.0,248000000.0,-35800000.0,192400000.0,180800000.0,,,16900000.0,-36200000.0,-19300000.0,-66400000.0,848500000.0,848500000.0,1236500000.0
2022-12-31,ONON,1222100000.0,537200000.0,599800000.0,82200000.0,4300000.0,77900000.0,20200000.0,57700000.0,636878918.0,,371000000.0,174600000.0,395600000.0,111000000.0,808800000.0,229000000.0,290500000.0,-61500000.0,38300000.0,160400000.0,,,-227000000.0,-83000000.0,-310000000.0,-353400000.0,969600000.0,969600000.0,1382400000.0
2023-12-31,ONON,1792100000.0,724800000.0,887000000.0,76100000.0,7000000.0,69100000.0,-10500000.0,79600000.0,644452827.0,,494600000.0,204800000.0,356500000.0,65100000.0,845700000.0,307500000.0,417500000.0,-110000000.0,27300000.0,229000000.0,,,232100000.0,-47200000.0,184900000.0,-7800000.0,1074500000.0,1074500000.0,1593000000.0
2024-12-31,ONON,2318300000.0,912600000.0,1194200000.0,295400000.0,15800000.0,279600000.0,37400000.0,242300000.0,650512817.0,,924300000.0,246100000.0,419200000.0,166500000.0,1099300000.0,450800000.0,657000000.0,-206200000.0,57500000.0,347600000.0,,,510600000.0,-65000000.0,445600000.0,141800000.0,1391800000.0,1391800000.0,2376700000.0
2025-05-31,NKE,46309000000.0,26519000000.0,16088000000.0,3702000000.0,,3885000000.0,666000000.0,3219000000.0,1487600000.0,,7464000000.0,4717000000.0,7489000000.0,3479000000.0,12796000000.0,7540000000.0,13644000000.0,-6104000000.0,709000000.0,11018000000.0,7961000000.0,5000000.0,3698000000.0,-430000000.0,3268000000.0,-787000000.0,13213000000.0,21179000000.0,36579000000.0
2024-05-31,NKE,51362000000.0,28475000000.0,16576000000.0,6311000000.0,,6700000000.0,1000000000.0,5700000000.0,1529700000.0,,9860000000.0,4427000000.0,7519000000.0,2851000000.0,14789000000.0,7718000000.0,13632000000.0,-5914000000.0,804000000.0,11952000000.0,7903000000.0,1006000000.0,7429000000.0,-812000000.0,6617000000.0,716000000.0,14430000000.0,23339000000.0,38110000000.0
2023-05-31,NKE,51217000000.0,28925000000.0,16377000000.0,5915000000.0,,6201000000.0,1131000000.0,5070000000.0,1569800000.0,,7441000000.0,4131000000.0,8454000000.0,2862000000.0,15946000000.0,8004000000.0,13638000000.0,-5634000000.0,755000000.0,12144000000.0,8927000000.0,6000000.0,5841000000.0,-969000000.0,4872000000.0,-513000000.0,14004000000.0,22937000000.0,37531000000.0
2022-05-31,NKE,46710000000.0,25231000000.0,14804000000.0,6675000000.0,,6651000000.0,605000000.0,6046000000.0,1610800000.0,,8574000000.0,4667000000.0,8420000000.0,3358000000.0,17483000000.0,7717000000.0,13023000000.0,-5306000000.0,638000000.0,12627000000.0,8920000000.0,510000000.0,5188000000.0,-758000000.0,4430000000.0,-1660000000.0,15281000000.0,24711000000.0,40321000000.0
2021-05-31,NKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,UAA,,,,,47259000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,UAA,5683466000.0,2821967000.0,2334691000.0,526808000.0,,390877000.0,32072000.0,360060000.0,468644000.0,,,,,,,,,,43794000.0,,,,664829000.0,-69759000.0,595070000.0,22539000.0,,,
2022-03-31,UAA,,,,,,,,,,,1009139000.0,702197000.0,824455000.0,560331000.0,1534230000.0,1021762000.0,1998530000.0,-976768000.0,,1476102000.0,672286000.0,,,,,,1728954000.0,2401240000.0,4452832000.0
2023-03-31,UAA,5903165000.0,3259334000.0,2380245000.0,263586000.0,,267856000.0,-108645000.0,374459000.0,461509000.0,,710929000.0,758564000.0,1185657000.0,648486000.0,1589201000.0,1134140000.0,2186018000.0,-1051878000.0,36811000.0,1521181000.0,674478000.0,,-39886000.0,-158066000.0,-197952000.0,-443469000.0,1966147000.0,2640625000.0,4827553000.0
2024-03-31,UAA,5701879000.0,3071626000.0,2400502000.0,229751000.0,,262074000.0,30006000.0,232042000.0,451011000.0,,858691000.0,757339000.0,958495000.0,483731000.0,1698221000.0,1099202000.0,2255637000.0,-1156435000.0,42998000.0,1442788000.0,594873000.0,80919000.0,353970000.0,-150333000.0,203637000.0,-79495000.0,2153286000.0,2829078000.0,4760734000.0
2025-03-31,UAA,5164310000.0,2689566000.0,2601991000.0,-127247000.0,,-204762000.0,-2890000.0,-201267000.0,432245000.0,,501361000.0,675822000.0,945836000.0,429944000.0,1219954000.0,1029488000.0,2153264000.0,-1123776000.0,52974000.0,1299452000.0,595125000.0,,-59319000.0,-168684000.0,-228003000.0,-37266000.0,1890278000.0,2485403000.0,4300871000.0
2024-12-31,RTX,80738000000.0,65328000000.0,8872000000.0,8164000000.0,1970000000.0,6194000000.0,1181000000.0,4774000000.0,1343600000.0,,5578000000.0,10976000000.0,12768000000.0,12897000000.0,-366000000.0,17953000000.0,34647000000.0,-16694000000.0,437000000.0,42893000000.0,38726000000.0,2535000000.0,7159000000.0,-3236000000.0,3923000000.0,-1085000000.0,60156000000.0,101417000000.0,162861000000.0
2023-12-31,RTX,68920000000.0,56831000000.0,8528000000.0,5489000000.0,1653000000.0,3836000000.0,456000000.0,3195000000.0,1435400000.0,,6587000000.0,10838000000.0,11777000000.0,10698000000.0,1656000000.0,17386000000.0,33030000000.0,-15644000000.0,425000000.0,45239000000.0,42355000000.0,1472000000.0,7883000000.0,-3166000000.0,4717000000.0,1515000000.0,59798000000.0,103625000000.0,161869000000.0
2022-12-31,RTX,67074000000.0,53406000000.0,8164000000.0,7417000000.0,1300000000.0,6117000000.0,790000000.0,5197000000.0,1485900000.0,,6220000000.0,9108000000.0,10617000000.0,9896000000.0,3329000000.0,16999000000.0,30945000000.0,-13946000000.0,420000000.0,33500000000.0,30694000000.0,1220000000.0,7168000000.0,-2775000000.0,4393000000.0,522000000.0,72632000000.0,104546000000.0,158864000000.0
2021-12-31,RTX,64388000000.0,51897000000.0,7355000000.0,6439000000.0,1330000000.0,5109000000.0,964000000.0,3864000000.0,1508500000.0,,7832000000.0,9661000000.0,9178000000.0,8751000000.0,6601000000.0,16930000000.0,29595000000.0,-12665000000.0,442000000.0,33142000000.0,31327000000.0,158000000.0,7071000000.0,-2442000000.0,4629000000.0,-278000000.0,73068000000.0,104553000000.0,161404000000.0
2020-12-31,RTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,GD,47716000000.0,40352000000.0,2568000000.0,4933000000.0,393000000.0,4540000000.0,758000000.0,3782000000.0,277500000.0,,1697000000.0,2977000000.0,9724000000.0,3344000000.0,6562000000.0,6467000000.0,13564000000.0,-7097000000.0,183000000.0,10676000000.0,7260000000.0,1502000000.0,4112000000.0,-916000000.0,3196000000.0,-584000000.0,22063000000.0,30825000000.0,55880000000.0
2023-12-31,GD,42272000000.0,35600000000.0,2427000000.0,4383000000.0,399000000.0,3984000000.0,669000000.0,3315000000.0,275700000.0,,1913000000.0,3004000000.0,8578000000.0,3095000000.0,7183000000.0,6198000000.0,13000000000.0,-6802000000.0,181000000.0,11083000000.0,8754000000.0,507000000.0,4710000000.0,-904000000.0,3806000000.0,635000000.0,21299000000.0,30560000000.0,54810000000.0
2022-12-31,GD,39407000000.0,32785000000.0,2411000000.0,4427000000.0,391000000.0,4036000000.0,646000000.0,3390000000.0,278200000.0,,1242000000.0,3008000000.0,6322000000.0,3398000000.0,5722000000.0,5900000000.0,12292000000.0,-6392000000.0,165000000.0,12114000000.0,9243000000.0,1253000000.0,4579000000.0,-1114000000.0,3465000000.0,680000000.0,18568000000.0,29064000000.0,51585000000.0
2021-12-31,GD,38469000000.0,32061000000.0,2245000000.0,4304000000.0,431000000.0,3873000000.0,616000000.0,3257000000.0,282000000.0,,1603000000.0,3041000000.0,5340000000.0,3167000000.0,6009000000.0,5417000000.0,11464000000.0,-6047000000.0,126000000.0,13175000000.0,10490000000.0,1005000000.0,4271000000.0,-887000000.0,3384000000.0,636000000.0,17641000000.0,29136000000.0,50073000000.0
2020-12-31,GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,LMT,71043000000.0,64113000000.0,-83000000.0,7256000000.0,1036000000.0,6220000000.0,884000000.0,5336000000.0,239200000.0,,2483000000.0,2351000000.0,3474000000.0,2222000000.0,2429000000.0,8726000000.0,22219000000.0,-13493000000.0,277000000.0,20270000000.0,19627000000.0,643000000.0,6972000000.0,-1685000000.0,5287000000.0,-163000000.0,6333000000.0,26603000000.0,55617000000.0
2023-12-31,LMT,67571000000.0,59092000000.0,-28000000.0,9014000000.0,916000000.0,8098000000.0,1178000000.0,6920000000.0,251200000.0,,1442000000.0,2132000000.0,3132000000.0,2312000000.0,3584000000.0,8370000000.0,21182000000.0,-12812000000.0,265000000.0,17459000000.0,17291000000.0,168000000.0,7920000000.0,-1691000000.0,6229000000.0,184000000.0,6835000000.0,24294000000.0,52456000000.0
2022-12-31,LMT,65984000000.0,57697000000.0,-61000000.0,7303000000.0,623000000.0,6680000000.0,948000000.0,5732000000.0,264600000.0,,2547000000.0,2505000000.0,3088000000.0,2117000000.0,5104000000.0,7975000000.0,20138000000.0,-12163000000.0,238000000.0,15547000000.0,15429000000.0,118000000.0,7802000000.0,-1670000000.0,6132000000.0,-585000000.0,9266000000.0,24813000000.0,52880000000.0
2021-12-31,LMT,67044000000.0,57983000000.0,-62000000.0,8119000000.0,569000000.0,7550000000.0,1235000000.0,6315000000.0,277400000.0,,3604000000.0,1963000000.0,2981000000.0,780000000.0,5818000000.0,7597000000.0,19100000000.0,-11503000000.0,227000000.0,11670000000.0,11670000000.0,6000000.0,9221000000.0,-1522000000.0,7699000000.0,-213000000.0,10959000000.0,22629000000.0,50873000000.0
2020-12-31,LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,NOC,41033000000.0,32671000000.0,3992000000.0,5637000000.0,621000000.0,5016000000.0,842000000.0,4174000000.0,147300000.0,,4353000000.0,1272000000.0,1455000000.0,2599000000.0,146000000.0,12306000000.0,21039000000.0,-8733000000.0,101000000.0,16490000000.0,14692000000.0,,4388000000.0,-1767000000.0,2621000000.0,274000000.0,15290000000.0,29982000000.0,49359000000.0
2023-12-31,NOC,39290000000.0,32739000000.0,4014000000.0,2891000000.0,545000000.0,2346000000.0,290000000.0,2056000000.0,152000000.0,,3109000000.0,1454000000.0,1109000000.0,2110000000.0,1764000000.0,11471000000.0,19435000000.0,-7964000000.0,87000000.0,15678000000.0,13786000000.0,,3875000000.0,-1775000000.0,2100000000.0,-144000000.0,14795000000.0,28581000000.0,46544000000.0
2022-12-31,NOC,36602000000.0,29128000000.0,3873000000.0,6342000000.0,506000000.0,5836000000.0,940000000.0,4896000000.0,155600000.0,,2577000000.0,1511000000.0,978000000.0,2587000000.0,901000000.0,10611000000.0,17869000000.0,-7258000000.0,99000000.0,13629000000.0,11805000000.0,1072000000.0,2901000000.0,-1435000000.0,1466000000.0,-600000000.0,15312000000.0,27117000000.0,43755000000.0
2021-12-31,NOC,35667000000.0,28399000000.0,3597000000.0,9494000000.0,556000000.0,8938000000.0,1933000000.0,7005000000.0,160900000.0,,3530000000.0,1467000000.0,811000000.0,2197000000.0,2896000000.0,9549000000.0,16368000000.0,-6819000000.0,94000000.0,14373000000.0,12777000000.0,6000000.0,3567000000.0,-1415000000.0,2152000000.0,181000000.0,12926000000.0,25709000000.0,42579000000.0
2020-12-31,NOC,,,,,,,,,,,,,,,,,,,,,,742000000.0,,,,,,,
2020-12-31,BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,BA,62286000000.0,59237000000.0,6406000000.0,-2319000000.0,2714000000.0,-5033000000.0,-743000000.0,-4202000000.0,588000000.0,,8052000000.0,3026000000.0,78823000000.0,9261000000.0,26674000000.0,10918000000.0,31456000000.0,-20538000000.0,833000000.0,58370000000.0,56687000000.0,1235000000.0,-3416000000.0,-980000000.0,-4396000000.0,-6977000000.0,-14999000000.0,42923000000.0,138552000000.0
2022-12-31,BA,66608000000.0,63078000000.0,7039000000.0,-2461000000.0,2561000000.0,-5022000000.0,31000000.0,-4935000000.0,595200000.0,,14614000000.0,2628000000.0,78151000000.0,10200000000.0,19471000000.0,12000000000.0,33442000000.0,-21442000000.0,725000000.0,57277000000.0,51670000000.0,5125000000.0,3512000000.0,-1222000000.0,2290000000.0,4139000000.0,-15883000000.0,40912000000.0,137100000000.0
2023-12-31,BA,77794000000.0,70070000000.0,8545000000.0,454000000.0,2459000000.0,-2005000000.0,237000000.0,-2222000000.0,606100000.0,,12691000000.0,2713000000.0,79741000000.0,11964000000.0,13448000000.0,11521000000.0,33766000000.0,-22245000000.0,690000000.0,52603000000.0,46927000000.0,5127000000.0,5960000000.0,-1527000000.0,4433000000.0,4089000000.0,-17233000000.0,34821000000.0,137012000000.0
